,Brand,Distributor,LinkofProduct,Name,Price,SKU
101,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-artymis-343cqr-34-inch-monitor-msi-mpg343cqr.html,MSI MPG ARTYMIS 343CQR 34 Inch Monitor MSI-MPG343CQR,"RM3,999.00","""MSI-MPG343CQR"";"
102,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as60.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS60,"RM7,499.00","""MSI-MPGTRIDENT-AS60"";"
103,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as70.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS70,"RM8,999.00","""MSI-MPGTRIDENT-AS70"";"
104,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-optix-g27cq4-27-inch-monitor-msi-g27cq4.html,MSI Optix G27CQ4 27 Inch Monitor MSI-G27CQ4,"RM1,638.00","""MSI-G27CQ4"";"
105,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300-mbps-wireless-n-4g-lte-router-tl-mr100.html,TP-Link 300 Mbps Wireless N 4G LTE Router TL-MR100,RM259.00,"""TP-TL-MR100"";"
106,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-arc-mouse-bluetooth.html,Microsoft Arc Mouse Bluetooth,RM339.00,"""MS-AMOUSE-CFG"";"
107,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-magic-keyboard-with-numeric-keypad.html,Apple Magic Keyboard with Numeric Keypad,RM489.00,"""APP-MQ052ZA/A"";"
108,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-m-pen-lite-stylus-pen-grey.html,HUAWEI M-Pen lite Stylus Pen - Grey,RM169.00,"""HUA-MPEN.LITE"";"
109,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-27-inch-optic-g27c4-msi-g27c4.html,MSI 27 Inch Optix G27C4 Curved Gaming Monitor,RM999.00,"""MSI-G27C4"";"
110,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300mbps-wi-fi-range-extender-tl-wa855re.html,TP-Link 300Mbps Wi-Fi Range Extender TL-WA855RE,RM79.00,"""TP-TL-WA855RE"";"
111,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-4g-lte-mobile-wi-fi-m7350.html,TP-Link 4G LTE Mobile Wi-Fi M7350,RM249.00,"""TP-M7350"";"
112,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax5400-dual-band-gigabit-wi-fi-6-router-archer-ax73.html,TP-Link AX5400 Dual-Band Gigabit Wi-Fi 6 Router Archer AX73,RM399.00,"""TP-ARCHERAX73"";"
113,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-usb-c-display-port-adapter-ms-mic-jvz-00007.html,Microsoft Surface USB-C Display Port Adapter MS-MIC-JVZ-00007,RM229.00,"""MS-MIC-JVZ-00007"";"
114,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-14-inches-matebook-14-11th-gen-hua-mbook14-i5.html,HUAWEI MateBook 14 (11th Gen),"RM4,899.00","""PAC-MBOOK14-I5-GF"";"
115,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-four-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Four Thunderbolt 3 ports,"RM7,999.00","""APP-MBP13-2020-4USB-CFG"";"
116,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax3000-dual-band-gigabit-wi-fi-6-router-archer-ax50.html,TP-Link AX3000 Dual Band Gigabit Wi-Fi 6 Router Archer AX50,RM299.00,"""TP-ARCHERAX50"";"
117,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-precision-wireless-mouse-grey-ms-mic-ftw-00005.html,Microsoft Surface Precision Wireless Mouse (Grey) MS-MIC-FTW-00005,RM424.00,"""MS-MIC-FTW-00005"";"
118,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as60.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS60,"RM7,499.00","""MSI-MPGTRIDENT-AS60"";"
119,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-16-inch-macbook-pro.html,Apple 16-inch MacBook Pro,"RM10,499.00","""APP-MBP16-2020-CFG"";"
120,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-audio-gaming-gear-immerse-gh10.html,MSI Audio Gaming Gear Immerse GH10,RM200.00,"""MSI-GH10-HEADSET"";"
121,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300mbps-high-gain-wireless-usb-adapter-tl-wn822n.html,Tp-Link 300Mbps High Gain Wireless USB Adapter TL-WN822N,RM53.00,"""TP-TL-WN822N"";"
122,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-mk240-nano-wireless-keyboard-and-mouse-combo.html,Logitech MK240 NANO Wireless Keyboard and Mouse Combo,RM99.00,"""LGT-MK240-CFG"";"
123,"""HP"";","""7158"";",https://www.senheng.com.my/hp-slim-s01-pf1166d-desktop-pc-i5-10400-8gb-512gb-ssd.html,HP Slim S01-PF1166D Desktop PC (I5-10400/8GB/512GB SSD),"RM2,699.00","""HP-S01-PF1166D"";"
124,""""";","""7158"";",https://www.senheng.com.my/microsoft-sculpt-ergonomic-desktop-keyboard-ms-mic-l5v-00027.html,Microsoft Sculpt Ergonomic Desktop Keyboard MS-MIC-L5V-00027,RM529.00,"""MS-MIC-L5V-00027"";"
125,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-3-inch-macbook-air.html,Apple 13.3-inch MacBook Air,"RM5,179.00","""APP-MBA13-2020-CFG"";"
126,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-gaming-desktop-mpg-trident-a.html,MSI Gaming Desktop MPG Trident A,"RM4,999.00","""MSI-MPGTRIDENT-A"";"
127,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-150mbps-wireless-n-nano-usb-adapter-tl-wn725n.html,TP-Link 150Mbps Wireless N Nano USB Adapter TL-WN725N,RM24.00,"""TP-TL-WN725N"";"
128,,,https://www.senheng.com.my/microsoft-bluetooth-desktop-black.html,Microsoft Bluetooth Desktop-Black,RM275.00,
129,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-mouse-wireless-bluetrack-mobile-3500-gmf00006.html,Microsoft Mouse Wireless Bluetrack Mobile 3500 (GMF00006),RM82.00,"""MS-MIC-GMF-00006"";"
130,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-clutch-gm60-rgb-gaming-optical-mouse.html,MSI Clutch GM60 RGB Gaming Optical Mouse,RM434.00,"""MSI-GM60"";"
131,"""HP"";","""7158"";",https://www.senheng.com.my/hp-spectre-x360-convertible-13.3-inch-i7-1165g7-16gb-onboard-1tb-ssd-13aw2100tu.html,HP Spectre x360 Convertible 13.3 inch (i7-1165G7/16GB onboard/1TB SSD) 13AW2100TU,"RM6,899.00","""HP-13AW2100TU"";"
132,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link%20-ac1200-whole-home-mesh-wi-fi-system-deco-e4-3-pack.html,TP-Link AC1200 Whole Home Mesh Wi-Fi System Deco E4(3-pack),RM439.00,"""TP-DECOE4.3PK"";"
133,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-modern-mobile-mouse-bluetooth.html,Microsoft Modern Mobile Mouse (Bluetooth),RM155.00,"""MS-MMMOUSE-CFG"";"
134,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-magic-trackpad-2-silver.html,Apple Magic Trackpad 2 - Silver,RM489.00,"""APP-MJ2R2ZA/A"";"
135,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-pro-x.html,Microsoft Surface Pro X,"RM4,599.00","""MS-SUR-PROX-CFG"";"
136,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-14-prestige-14-inch-i5-10210u-512gb-nvme-pcie-ssd-ddr-iv-16gb-2666mhz-mx330-2gb-gddr5-msi-p14-a10ras-223my.html,"MSI 14 Prestige 14 Inch (I5-10210U/512GB NVMe PCIe SSD/DDR IV 16GB 2666MHz/MX330, 2GB GDDR5) MSI-P14-A10RAS-223MY","RM4,299.00","""MSI-P14-A10RAS-223MY"";"
137,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax3000-whole-home-mesh-wi-fi-system-deco-x60.html,TP-Link AX3000 Whole Home Mesh Wi-Fi System Deco X60,"RM1,739.00","""TP-DECOX60.3PK"";"
138,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-4g-lte-mobile-wi-fi-m7000.html,TP-Link 4G LTE Mobile Wi-Fi M7000,RM209.00,"""TP-M7000"";"
139,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-pen.html,Microsoft Surface Pen,RM399.00,"""MS-MIC-CFG-PEN"";"
140,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-15.6-inches-matebook-d15-i5-10th-gen.html,HUAWEI MateBook D15 i5 (10th Gen) - Mytic Silver,"RM3,299.00","""PAC-MBOOKD15-I5-GF"";"
141,"""HP"";","""7158"";",https://www.senheng.com.my/hp-notebook-14s-cf2039tx-14s-cf2038tx-14-inch-4gb-512gb-ssd-i5-10210u-amd-radeon-530-graphics.html,HP Notebook 14s-cf2039tx / 14s-cf2038tx 14 Inch (4GB/512GB SSD/i5-10210U/AMD Radeon™ 530 Graphics),"RM 2,169.00","""HP-14CF-CFG"";"
142,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-16-inch-macbook-pro.html,Apple 16-inch MacBook Pro,"RM10,499.00","""APP-MBP16-2020-CFG"";"
143,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports,RM489.00,"""APP-MBP13-2020-2USB-CFG"";"
144,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-23-6-inch-optix-g241vc-msi-g241vc.html,MSI 23.6 Inch Optix G241VC MSI-G241VC,RM649.00,"""MSI-G241VC"";"
145,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-14-prestige-14-inch-i5-10210u-512gb-nvme-pcie-ssd-ddr-iv-16gb-2666mhz-mx330-2gb-gddr5-msi-p14-a10ras-223my.html,"MSI 14 Prestige 14 Inch (I5-10210U/512GB NVMe PCIe SSD/DDR IV 16GB 2666MHz/MX330, 2GB GDDR5) MSI-P14-A10RAS-223MY","RM4,299.00","""MSI-P14-A10RAS-223MY"";"
146,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-macbook-air-m1-chip-2020.html,"Apple MacBook Air (M1 chip, 2020)","RM4,399.00","""APP-MACBOOKAIR-M1-2020-CFG"";"
147,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-m1-chip-2020.html,"Apple MacBook Pro (13-inch, M1 chip, 2020)","RM5,599.00","""APP-MACBOOKPRO-M1-2020-CFG"";"
148,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-artymis-343cqr-34-inch-monitor-msi-mpg343cqr.html,MSI MPG ARTYMIS 343CQR 34 Inch Monitor MSI-MPG343CQR,"RM3,999.00","""MSI-MPG343CQR"";"
149,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as60.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS60,"RM7,499.00","""MSI-MPGTRIDENT-AS60"";"
150,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as70.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS70,"RM8,999.00","""MSI-MPGTRIDENT-AS70"";"
151,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-optix-g27cq4-27-inch-monitor-msi-g27cq4.html,MSI Optix G27CQ4 27 Inch Monitor MSI-G27CQ4,"RM1,638.00","""MSI-G27CQ4"";"
152,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link%20ac1900-high-gain-wireless-dual-band-usb-adapter-archer-t9uh.html,TP-Link AC1900 High Gain Wireless Dual Band USB Adapter Archer T9UH,RM169.00,"""TP-ARCHERT9UH"";"
153,"""Logitech"";","""7158"";",https://www.senheng.com.my/logitech-m590-multi-device-silent.html,Logitech M590 Multi-Device Silent,RM139.00,"""LGT-M590-CFG"";"
154,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-wireless-desktop-3050.html,Microsoft Wireless Desktop 3050,RM229.00,"""MS-MIC-PP3-00024"";"
155,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-modern-mobile-mouse-bluetooth-black-ms-mic-ktf-00005.html,Microsoft Modern Mobile Mouse Bluetooth (Black) MS-MIC-KTF-00005,RM155.00,"""MS-MIC-KTF-00005"";"
156,"""Promate"";","""7158"";",https://www.senheng.com.my/promate-laptop-cooling-pad-air-base-1.html,Promate Laptop Cooling Pad Air Base-1,RM85.00,"""PRO-6959144031989"";"
157,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-27-inch-optix-monitor-mag272cqr.html,MSI 27 Inch Optix Monitor MAG272CQR,"RM2,049.00","""MSI-MAG272CQR"";"
158,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac600-wireless-dual-band-usb-adapter-archer-t2u-v3.html,TP-Link AC600 Wireless Dual Band USB Adapter Archer T2U V3,RM64.00,"""TP-ARCHERT2U"";"
159,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-macbook-air-m1-chip-2020.html,"Apple MacBook Air (M1 chip, 2020)","RM4,399.00","""APP-MACBOOKAIR-M1-2020-CFG"";"
160,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-matebook-d14-i5-8g-512g-geforce-mx250.html,HUAWEI MateBook D14 (i5/8GB/512GB/GeForce MX250) - Mystic Silver,"RM3,399.00","""HUA-MATEBOOKD14-I5"";"
161,"""HP"";","""7158"";",https://www.senheng.com.my/hp-spectre-x360-convertible-13.3-inch-i5-1135g7-8gb-onboard-512gb-ssd-13aw2099tu.html,HP Spectre x360 Convertible 13.3 inch (i5-1135G7/8GB Onboard/512GB SSD) 13AW2099TU,"RM5,699.00","""HP-13AW2099TU"";"
162,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-modern-15-15.6-inch-laptop-i7-10510u-512gb-nvme-pcie-gen3x4-ssd-msi-m15-a10rbs-469my.html,MSI Modern 15 15.6-Inch Laptop (I7-10510U/512GB NVMe PCIe Gen3x4 SSD) MSI-M15-A10RBS-469MY,"RM3,899.00","""MSI-M15-A10RBS-469MY"";"
163,"""Huawei"";","""7158"";",https://www.senheng.com.my/huawei-ad80-monitor-23.8-lnch-ips-matte-hd-display.html,Huawei AD80 Monitor: 23.8 lnch IPS Matte HD Display,RM688.00,"""HUA-AD80-MONITOR"";"
164,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-slim-pen-black-mic-llk-00015.html,Microsoft Surface Slim Pen Black MIC-LLK-00015,RM639.00,"""MS-MIC-LLK-00005"";"
165,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-rog-strix-g15-17-15-6-inch-g512li-i5-10300h-8gb-512gb-ssd-gtx1650ti-4g-asu-g512l-ial008t.html,ASUS ROG Strix G15 15.6 Inch G512LI (i5-10300H/8GB/512GB SSD/GTX1650TI 4G) ASU-G512L-IAL008T,"RM4,099.00","""ASU-G512L-IAL008T"";"
166,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ax1800-whole-home-mesh-wi-fi-6-system-deco-x20-2-pack.html,TP-Link AX1800 Whole Home Mesh Wi-Fi 6 System Deco X20(2-pack),RM799.00,"""TP-DECOX20.2PK"";"
167,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac750-wireless-dual-band-4g-lte-router-archer-mr200.html,TP-Link AC750 Wireless Dual Band 4G LTE Router Archer MR200,RM389.00,"""TP-ARCHERMR200"";"
168,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-magic-keyboard-for-ipad-air-4th-generation-and-ipad-pro-11-inch-2nd-generation.html,Apple Magic Keyboard for iPad Air (4th generation) and iPad Pro 11-inch (2nd generation),"RM1,349.00","""APP-MXQT2ZA/A"";"
169,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-laptop-3.html,Microsoft Surface Laptop 3,"RM4,039.00","""MS-SUR-LPT3-CFG"";"
170,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300mbps-lte-advanced-mobile-wi-fi-m7450.html,TP-Link 300Mbps LTE-Advanced Mobile Wi-Fi M7450,RM439.00,"""TP-M7450"";"
171,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-zenbook14-14-inch-i5-1135g7-8g-on-bd-512g-asu-ux425e-abm067ts.html,ASUS Zenbook14 14 Inch (I5-1135G7/8G[ON BD]/512G) ASU-UX425E-ABM067TS,"RM3,999.00","""ASU-UX425E-ABM067TS"";"
172,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-usb-3-0-adapter-ms-mic-jty-00007.html,Microsoft Surface USB 3.0 Adapter MS-MIC-JTY-00007,RM158.00,"""MS-MIC-JTY-00007"";"
173,"""HP"";","""7158"";",https://www.senheng.com.my/hp-envy-laptop-15-ep0010tx.html,HP ENVY Laptop - 15-ep0010tx,"RM6,999.00","""HP-15EP0010TX"";"
174,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-32-inch-optix-mag322cqr.html,MSI 32 Inch Optix MAG322CQR Curved Gaming Monitor,"RM2,249.00","""MSI-MAG322CQR"";"
175,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac1200-wireless-dual-band-pci-express-adapter-archer-t4e.html,TP-Link AC1200 Wireless Dual Band PCI Express Adapter Archer T4E,RM115.00,"""TP-ARCHERT4E"";"
176,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac1200-whole-home-mesh-wi-fi-system-deco-e4(2-pack).html,TP-Link AC1200 Whole Home Mesh Wi-Fi System Deco E4(2-Pack),RM299.00,"""TP-DECOE4.2PK"";"
177,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-ac600-high-gain-wireless-dual-band-usb-adapter-archer-t2u-plus.html,TP-Link AC600 High Gain Wireless Dual Band USB Adapter Archer T2U Plus,RM75.00,"""TP-ARCHERT2UPLUS"";"
178,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-usb-c-travel-hub-black.html,Microsoft USB-C Travel Hub-Black,RM445.00,"""MS-MIC-SWV-00005"";"
179,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-sculpt-comfort-mouse-ms-mic-h3s-00005.html,Microsoft Sculpt Comfort Mouse MS-MIC-H3S-00005,RM164.00,"""MS-MIC-H3S-00005"";"
180,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-artymis-343cqr-34-inch-monitor-msi-mpg343cqr.html,MSI MPG ARTYMIS 343CQR 34 Inch Monitor MSI-MPG343CQR,"RM3,999.00","""MSI-MPG343CQR"";"
181,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-book-3.html,Microsoft Surface Book 3,"RM7,788.00","""MS-MIC-BOOK3-CFG"";"
182,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-23-6-inch-g-series-monitor-optix-g24c4.html,MSI 23.6 Inch G Series Monitor Optix G24C4,RM858.00,"""MSI-G24C4"";"
183,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-300mbps-mini-wireless-n-usb-adapter-tl-wn823n.html,TP-Link 300Mbps Mini Wireless N USB Adapter TL-WN823N,RM36.00,"""TP-TL-WN823N"";"
184,"""TP-Link"";","""7158"";",https://www.senheng.com.my/tp-link-deco-m5(3-pack)-ac1300-whole-home-mesh-wi-fi-system.html,TP-Link Deco M5(3-pack),RM799.00,"""TP-DECO-M5.3PK"";"
185,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-1620-wireless-optical-mouse-rap-1620.html,Rapoo 1620 Wireless Optical Mouse RAP-1620,RM33.00,"""RAP-1620"";"
186,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mechanical-gaming-keyboard-vigor-gk70-cherry-mx-rgb-red.html,MSI Mechanical Gaming Keyboard VIGOR GK70 Cherry MX RGB Red,RM580.00,"""MSI-GK70"";"
187,"""Apple"";","""7158"";",https://www.senheng.com.my/magic-mouse-2.html,Magic Mouse 2,RM319.00,"""APP-MLA02ZA/A"";"
188,"""HP"";","""7158"";",https://www.senheng.com.my/hp-notebook-14s-cf2039tx-14s-cf2038tx-14-inch-4gb-512gb-ssd-i5-10210u-amd-radeon-530-graphics.html,HP Notebook 14s-cf2039tx / 14s-cf2038tx 14 Inch (4GB/512GB SSD/i5-10210U/AMD Radeon™ 530 Graphics),"RM 2,169.00","""HP-14CF-CFG"";"
189,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-16-inch-macbook-pro.html,Apple 16-inch MacBook Pro,"RM10,499.00","""APP-MBP16-2020-CFG"";"
190,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-with-touch-bar-and-two-thunderbolt-3-ports.html,Apple 13-inch MacBook Pro with Touch Bar and Two Thunderbolt 3 ports,"RM2,399.00","""APP-MBP13-2020-2USB-CFG"";"
191,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-23-6-inch-optix-g241vc-msi-g241vc.html,MSI 23.6 Inch Optix G241VC MSI-G241VC,RM649.00,"""MSI-G241VC"";"
192,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-14-prestige-14-inch-i5-10210u-512gb-nvme-pcie-ssd-ddr-iv-16gb-2666mhz-mx330-2gb-gddr5-msi-p14-a10ras-223my.html,"MSI 14 Prestige 14 Inch (I5-10210U/512GB NVMe PCIe SSD/DDR IV 16GB 2666MHz/MX330, 2GB GDDR5) MSI-P14-A10RAS-223MY","RM4,299.00","""MSI-P14-A10RAS-223MY"";"
193,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-macbook-air-m1-chip-2020.html,"Apple MacBook Air (M1 chip, 2020)","RM4,399.00","""APP-MACBOOKAIR-M1-2020-CFG"";"
194,"""Apple"";","""7158"";",https://www.senheng.com.my/apple-13-inch-macbook-pro-m1-chip-2020.html,"Apple MacBook Pro (13-inch, M1 chip, 2020)","RM5,599.00","""APP-MACBOOKPRO-M1-2020-CFG"";"
195,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-artymis-343cqr-34-inch-monitor-msi-mpg343cqr.html,MSI MPG ARTYMIS 343CQR 34 Inch Monitor MSI-MPG343CQR,"RM3,999.00","""MSI-MPG343CQR"";"
196,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as60.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS60,"RM7,499.00","""MSI-MPGTRIDENT-AS60"";"
197,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mpg-trident-as-10th-msi-mpgtrident-as70.html,MSI MPG Trident AS 10th MSI-MPGTRIDENT-AS70,"RM8,999.00","""MSI-MPGTRIDENT-AS70"";"
198,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-optix-g27cq4-27-inch-monitor-msi-g27cq4.html,MSI Optix G27CQ4 27 Inch Monitor MSI-G27CQ4,"RM1,638.00","""MSI-G27CQ4"";"
199,"""Razer"";","""7158"";",https://www.senheng.com.my/razer-mamba-tournament-edition-chroma-colour-lighting.html,Razer Mamba Tournament Edition - Chroma Colour Lighting,RM357.00,"""RAZ-RZ01-01370100"";"
200,"""Rapoo"";","""7158"";",https://www.senheng.com.my/wireless-optical-mouse-m10-blue.html,Rapoo M10 Plus Wireless Optical Mouse (Blue),RM39.00,"""RAP-M10+/BLUE"";"
201,"""Apple"";","""7158"";",https://www.senheng.com.my/usb-c-to-usb-adapter.html,Apple USB-C to USB Adapter,RM99.00,"""APP-MJ1M2ZA/A"";"
202,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-arc-mouse-cfg.html,Microsoft Surface Arc Mouse,RM339.00,"""MS-MIC-CZV-CFG"";"
203,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-optical-mouse-n1020-black.html,Rapoo Optical Mouse N1020 (Black),RM19.00,"""RAP-N1020-BLACK"";"
204,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-pro-signature-type-cover-cfg.html,Microsoft Surface Pro Signature Type Cover,RM639.00,"""MS-MIC-FFP-CFG"";"
205,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-1620-wireless-optical-mouse-rap-1620.html,Rapoo 1620 Wireless Optical Mouse RAP-1620,RM33.00,"""RAP-1620"";"
206,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mechanical-gaming-keyboard-vigor-gk70-cherry-mx-rgb-red.html,MSI Mechanical Gaming Keyboard VIGOR GK70 Cherry MX RGB Red,RM580.00,"""MSI-GK70"";"
207,"""Apple"";","""7158"";",https://www.senheng.com.my/magic-mouse-2.html,Magic Mouse 2,RM319.00,"""APP-MLA02ZA/A"";"
208,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-pro-type-cover-black-ms-mic-fmm-00015.html,Microsoft Surface Pro Type Cover (Black) MS-MIC-FMM-00015,RM499.00,"""MS-MIC-FMM-00015"";"
209,"""Seagate"";","""7158"";",https://www.senheng.com.my/seagate-backup-plus-portable-drive-1tb-blue.html,Seagate Backup Plus Portable Drive 1TB - BLUE,RM253.00,"""SEA-BACKUP.1TB/BLUE"";"
210,"""MSI"";","""7158"";",https://www.senheng.com.my/msi-mechanical-gaming-keyboard-gk-701.html,MSI Mechanical Gaming Keyboard GK-701,RM508.00,"""MSI-GK701"";"
211,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-365-family-ms-6gq-00968.html,Microsoft 365 Family MS-6GQ-01144,RM304.00 368.00,"""MS-6GQ-01144"";"
212,"""Microsoft"";","""7158"";",https://www.senheng.com.my/pre-order-microsoft-surface-go-type-cover-black.html,Microsoft Surface GO Type Cover Black MS-MIC-KCM-00015,RM420.00,"""MS-MIC-KCM-00015"";"
213,"""Rapoo"";","""7158"";",https://www.senheng.com.my/rapoo-m10-plus-wireless-optical-mouse-red.html,Rapoo M10 Plus Wireless Optical Mouse (Red),RM39.00,"""RAP-M10+/RED"";"
214,"""Apple"";","""7158"";",https://www.senheng.com.my/usb-c-vga-multiport-adapter.html,USB-C VGA Multiport Adapter,RM349.00,"""APP-MJ1L2ZA/A"";"
215,"""Microsoft"";","""7158"";",https://www.senheng.com.my/microsoft-surface-mobile-mouse-cfg.html,Microsoft Surface Mobile Mouse,RM187.00,"""MS-MIC-KGY-CFG"";"
216,"""Acer"";","""7158"";",https://www.senheng.com.my/acer-nitro-5-laptop-an515-55-52z1-15-6-inch-i5-10300h-8gb-ddr4-512gb-pcie-ssd-nvidia-gtx-1650ti-4gb-gddr6.html,Acer Nitro 5 Laptop AN515-55-52Z1 15.6 Inch (i5-10300H/8GB DDR4/512GB PCIe SSD/Nvidia GTX 1650Ti 4GB GDDR6),"RM3,799.00","""ACE-AN515-55-52Z1"";"
217,"""ASUS"";","""7158"";",https://www.senheng.com.my/asus-zenbook13-13.3-inch-i5-1135g7-8g-on-bd-512g-asu-ux325e-aeg060ts.html,ASUS Zenbook13 13.3 Inch (I5-1135G7/8G[ON BD]/512G) ASU-UX325E-AEG060TS,"RM3,999.00","""ASU-UX325E-AEG060TS"";"
